0s - (0,0,0) - LoginPlayerState
5m56s - (33106,32649,7) - CreatureMove
5m56s - (33106,32650,7) - MoveSouth
5m56s - (33106,32650,7) - EffectLight
5m56s - (33106,32650,7) - CreatureMove
5m56s - (33105,32650,7) - MoveWest
5m57s - (33105,32650,7) - CreatureMove
5m57s - (33104,32650,7) - MoveWest
5m57s - (33104,32650,7) - CreatureMove
5m57s - (33104,32651,7) - MoveSouth
5m58s - (33104,32651,7) - PlayerStats
5m58s - (33104,32651,7) - CreatureHealth
5m58s - (33104,32651,7) - PlayerStats
5m58s - (33104,32651,7) - CreatureMove
5m58s - (33104,32652,7) - MoveSouth
5m58s - (33104,32652,7) - CreatureMove
5m58s - (33104,32653,7) - MoveSouth
5m59s - (33104,32653,7) - CreatureMove
5m59s - (33103,32653,7) - MoveWest
5m59s - (33103,32653,7) - CreatureMove
5m59s - (33103,32654,7) - MoveSouth
6m0s - (33103,32654,7) - CreatureMove
6m0s - (33103,32655,7) - MoveSouth
6m0s - (33103,32655,7) - CreatureMove
6m0s - (33103,32656,7) - MoveSouth
6m1s - (33103,32656,7) - CreatureMove
6m1s - (33103,32657,7) - MoveSouth
6m1s - (33103,32657,7) - TileItemAdd
6m1s - (33103,32657,7) - CreatureMove
6m1s - (33102,32657,7) - MoveWest
6m1s - (33102,32657,7) - TileItemAdd
6m1s - (33102,32657,7) - CreatureMove
6m1s - (33101,32657,7) - MoveWest
6m2s - (33101,32657,7) - CreatureMove
6m2s - (33101,32656,7) - MoveNorth
6m2s - (33101,32656,7) - CreatureMove
6m2s - (33102,32657,6) - MoveFloorUp
6m2s - (33101,32657,6) - MoveWest
6m2s - (33101,32656,6) - MoveNorth
6m2s - (33101,32655,6) - MoveNorth
6m2s - (33101,32655,6) - TileItemUpdate
6m2s - (33101,32655,6) - TileItemUpdate
6m2s - (33101,32655,6) - TileItemUpdate
6m2s - (33101,32655,6) - TileItemUpdate
6m2s - (33101,32655,6) - CreatureMove
6m2s - (33101,32655,6) - CreatureMove
6m2s - (33101,32655,6) - CreatureMove
6m2s - (33101,32655,6) - CreatureSquare
6m2s - (33101,32655,6) - EffectGraphical
6m2s - (33101,32655,6) - TileItemUpdate
6m2s - (33101,32655,6) - CreatureMove
6m2s - (33101,32655,6) - CreatureMove
6m2s - (33101,32654,6) - MoveNorth
6m3s - (33101,32654,6) - CreatureMove
6m3s - (33101,32653,6) - MoveNorth
6m3s - (33101,32653,6) - CreatureMove
6m3s - (33101,32653,6) - CreatureMove
6m3s - (33101,32653,6) - CreatureMove
6m3s - (33101,32653,6) - CreatureMove
6m3s - (33101,32653,6) - CreatureHealth
6m3s - (33101,32653,6) - EffectGraphical
6m3s - (33101,32653,6) - EffectText
6m3s - (33101,32653,6) - TileItemAdd
6m3s - (33101,32653,6) - CreatureHealth
6m3s - (33101,32653,6) - EffectMissile
6m3s - (33101,32653,6) - InventoryItemSet
6m3s - (33101,32653,6) - PlayerStats
6m3s - (33101,32653,6) - CreatureMove
6m3s - (33101,32652,6) - MoveNorth
6m3s - (33101,32652,6) - CreatureMove
6m3s - (33101,32651,6) - MoveNorth
6m4s - (33101,32651,6) - CreatureMove
6m4s - (33101,32651,6) - CreatureMove
6m4s - (33101,32651,6) - CreatureMove
6m4s - (33101,32651,6) - PlayerStats
6m4s - (33101,32651,6) - CreatureHealth
6m4s - (33101,32651,6) - PlayerStats
6m4s - (33101,32651,6) - CreatureMove
6m4s - (33101,32651,6) - CreatureMove
6m4s - (33101,32650,6) - MoveNorth
6m4s - (33101,32650,6) - CreatureMove
6m4s - (33100,32650,6) - MoveWest
6m4s - (33100,32650,6) - TileItemUpdate
6m4s - (33100,32650,6) - TileItemUpdate
6m4s - (33100,32650,6) - TileItemUpdate
6m4s - (33100,32650,6) - CreatureMove
6m4s - (33100,32650,6) - CreatureMove
6m4s - (33100,32650,6) - CreatureSquare
6m4s - (33100,32650,6) - EffectGraphical
6m4s - (33100,32650,6) - TileItemUpdate
6m4s - (33100,32650,6) - TileItemUpdate
6m4s - (33100,32650,6) - CreatureMove
6m5s - (33100,32650,6) - CreatureMove
6m5s - (33100,32650,6) - CreatureMove
6m5s - (33100,32649,6) - MoveNorth
6m5s - (33100,32649,6) - CreatureMove
6m5s - (33099,32649,6) - MoveWest
6m5s - (33099,32649,6) - CreatureMove
6m5s - (33099,32649,6) - CreatureMove
6m5s - (33099,32649,6) - TargetClear
6m5s - (33099,32649,6) - Message
6m5s - (33099,32649,6) - TileItemUpdate
6m5s - (33099,32649,6) - CreatureMove
6m5s - (33099,32649,6) - CreatureMove
6m5s - (33098,32649,6) - MoveWest
6m6s - (33098,32649,6) - CreatureMove
6m6s - (33097,32649,6) - MoveWest
6m6s - (33097,32649,6) - CreatureMove
6m6s - (33097,32649,6) - CreatureMove
6m6s - (33097,32649,6) - CreatureMove
6m6s - (33096,32649,6) - MoveWest
6m6s - (33096,32649,6) - CreatureMove
6m7s - (33096,32649,6) - CreatureMove
6m7s - (33095,32649,6) - MoveWest
6m7s - (33095,32649,6) - CreatureMessage
6m7s - (33095,32649,6) - CreatureMove
6m7s - (33095,32649,6) - CreatureMove
6m7s - (33094,32649,6) - MoveWest
6m7s - (33094,32649,6) - TileItemUpdate
6m7s - (33094,32649,6) - CreatureMove
6m7s - (33094,32649,6) - CreatureMove
6m7s - (33094,32649,6) - CreatureMove
6m7s - (33093,32649,6) - MoveWest
6m8s - (33093,32649,6) - CreatureMove
6m8s - (33093,32649,6) - CreatureMove
6m8s - (33092,32649,6) - MoveWest
6m8s - (33092,32649,6) - CreatureMove
6m8s - (33093,32650,5) - MoveFloorUp
6m8s - (33092,32650,5) - MoveWest
6m8s - (33091,32650,5) - MoveWest
6m8s - (33091,32649,5) - MoveNorth
6m8s - (33091,32649,5) - TileItemUpdate
6m8s - (33091,32649,5) - CreatureMove
6m8s - (33091,32649,5) - TileItemAdd
6m8s - (33091,32649,5) - CreatureMove
6m8s - (33091,32649,5) - CreatureMove
6m8s - (33090,32649,5) - MoveWest
6m8s - (33090,32649,5) - CreatureMove
6m8s - (33089,32649,5) - MoveWest
6m9s - (33089,32649,5) - CreatureMove
6m9s - (33089,32649,5) - CreatureMove
6m9s - (33089,32649,5) - CreatureMove
6m9s - (33088,32649,5) - MoveWest
6m9s - (33088,32649,5) - TileItemUpdate
6m9s - (33088,32649,5) - CreatureMove
6m9s - (33088,32649,5) - CreatureHealth
6m9s - (33088,32649,5) - EffectGraphical
6m9s - (33088,32649,5) - EffectText
6m9s - (33088,32649,5) - TileItemAdd
6m9s - (33088,32649,5) - CreatureHealth
6m9s - (33088,32649,5) - EffectMissile
6m9s - (33088,32649,5) - InventoryItemSet
6m9s - (33088,32649,5) - PlayerStats
6m9s - (33088,32649,5) - TargetClear
6m9s - (33088,32649,5) - PlayerStats
6m9s - (33088,32649,5) - EffectText
6m9s - (33088,32649,5) - TileItemRemove
6m9s - (33088,32649,5) - TileItemAdd
6m9s - (33088,32649,5) - TileItemAdd
6m9s - (33088,32649,5) - TileItemRemove
6m9s - (33088,32649,5) - CreatureMove
6m9s - (33087,32649,5) - MoveWest
6m9s - (33087,32649,5) - CreatureMove
6m9s - (33087,32649,5) - CreatureMove
6m9s - (33087,32648,5) - MoveNorth
6m10s - (33087,32648,5) - CreatureMove
6m10s - (33087,32648,5) - PlayerStats
6m10s - (33087,32648,5) - CreatureHealth
6m10s - (33087,32648,5) - PlayerStats
6m10s - (33087,32648,5) - CreatureMove
6m10s - (33086,32648,5) - MoveWest
6m10s - (33086,32648,5) - CreatureMove
6m10s - (33086,32648,5) - CreatureMove
6m10s - (33085,32648,5) - MoveWest
6m10s - (33085,32648,5) - CreatureMove
6m10s - (33085,32648,5) - CreatureMove
6m10s - (33085,32647,5) - MoveNorth
6m11s - (33085,32647,5) - PlayerStats
6m11s - (33085,32647,5) - CreatureMove
6m11s - (33085,32647,5) - CreatureMove
6m11s - (33084,32647,5) - MoveWest
6m11s - (33084,32647,5) - TileItemUpdate
6m11s - (33084,32647,5) - CreatureMove
6m11s - (33084,32647,5) - CreatureSquare
6m11s - (33084,32647,5) - EffectGraphical
6m11s - (33084,32647,5) - TileItemUpdate
6m11s - (33084,32647,5) - EffectMissile
6m11s - (33084,32647,5) - InventoryItemSet
6m11s - (33084,32647,5) - PlayerStats
6m11s - (33084,32647,5) - EffectGraphical
6m11s - (33084,32647,5) - CreatureMove
6m11s - (33083,32647,5) - MoveWest
6m11s - (33083,32647,5) - CreatureMove
6m12s - (33083,32647,5) - CreatureMove
6m12s - (33083,32646,5) - MoveNorth
6m12s - (33083,32646,5) - CreatureMove
6m12s - (33083,32646,5) - CreatureMove
6m12s - (33082,32646,5) - MoveWest
6m12s - (33082,32646,5) - CreatureMove
6m12s - (33082,32646,5) - CreatureMove
6m12s - (33081,32646,5) - MoveWest
6m12s - (33081,32646,5) - CreatureMove
6m13s - (33081,32646,5) - CreatureMove
6m13s - (33080,32646,5) - MoveWest
6m13s - (33080,32646,5) - CreatureMove
6m13s - (33080,32646,5) - CreatureMove
6m13s - (33079,32646,5) - MoveWest
6m13s - (33079,32646,5) - CreatureMove
6m13s - (33079,32646,5) - CreatureMove
6m13s - (33079,32645,5) - MoveNorth
6m13s - (33079,32645,5) - CreatureMove
6m13s - (33079,32645,5) - CreatureHealth
6m13s - (33079,32645,5) - EffectGraphical
6m13s - (33079,32645,5) - EffectText
6m13s - (33079,32645,5) - TileItemAdd
6m13s - (33079,32645,5) - CreatureHealth
6m13s - (33079,32645,5) - EffectMissile
6m13s - (33079,32645,5) - InventoryItemSet
6m13s - (33079,32645,5) - PlayerStats
6m13s - (33079,32645,5) - TargetClear
6m14s - (33079,32645,5) - CreatureMove
6m14s - (33079,32644,5) - MoveNorth
6m14s - (33079,32644,5) - CreatureMove
6m14s - (33079,32644,5) - CreatureMove
6m14s - (33079,32643,5) - MoveNorth
6m14s - (33079,32643,5) - PlayerStats
6m14s - (33079,32643,5) - EffectText
6m14s - (33079,32643,5) - TileItemRemove
6m14s - (33079,32643,5) - TileItemAdd
6m14s - (33079,32643,5) - TileItemAdd
6m14s - (33079,32643,5) - TileItemRemove
6m14s - (33079,32643,5) - CreatureMove
6m14s - (33079,32642,5) - MoveNorth
6m14s - (33079,32642,5) - CreatureMove
6m14s - (33079,32642,5) - CreatureMove
6m14s - (33079,32641,5) - MoveNorth
6m15s - (33079,32641,5) - CreatureMove
6m15s - (33079,32640,5) - MoveNorth
6m15s - (33079,32640,5) - CreatureMove
6m15s - (33078,32639,6) - MoveFloorDown
6m15s - (33079,32639,6) - MoveEast
6m15s - (33079,32639,6) - TileItemUpdate
6m15s - (33079,32639,6) - TileItemUpdate
6m15s - (33079,32639,6) - CreatureMove
6m15s - (33079,32639,6) - CreatureMove
6m15s - (33079,32639,6) - CreatureMove
6m15s - (33079,32639,6) - CreatureMove
6m15s - (33079,32639,6) - CreatureMove
6m15s - (33079,32638,6) - MoveNorth
6m16s - (33079,32638,6) - CreatureMove
6m16s - (33079,32638,6) - CreatureMove
6m16s - (33079,32638,6) - CreatureMove
6m16s - (33079,32638,6) - CreatureMove
6m16s - (33079,32638,6) - PlayerStats
6m16s - (33079,32638,6) - CreatureHealth
6m16s - (33079,32638,6) - PlayerStats
6m16s - (33079,32638,6) - CreatureHealth
6m16s - (33079,32638,6) - EffectGraphical
6m16s - (33079,32638,6) - EffectText
6m16s - (33079,32638,6) - TileItemAdd
6m16s - (33079,32638,6) - CreatureHealth
6m16s - (33079,32638,6) - EffectMissile
6m16s - (33079,32638,6) - InventoryItemSet
6m16s - (33079,32638,6) - PlayerStats
6m16s - (33079,32638,6) - TargetClear
6m16s - (33079,32638,6) - CreatureMove
6m16s - (33079,32637,6) - MoveNorth
6m16s - (33079,32637,6) - PlayerStats
6m16s - (33079,32637,6) - EffectText
6m16s - (33079,32637,6) - TileItemRemove
6m16s - (33079,32637,6) - TileItemAdd
6m16s - (33079,32637,6) - TileItemAdd
6m16s - (33079,32637,6) - TileItemRemove
6m16s - (33079,32637,6) - CreatureMove
6m16s - (33079,32637,6) - CreatureMove
6m16s - (33079,32637,6) - CreatureMessage
6m16s - (33079,32637,6) - CreatureMove
6m16s - (33079,32637,6) - CreatureMove
6m16s - (33079,32636,6) - MoveNorth
6m17s - (33079,32636,6) - CreatureMove
6m17s - (33078,32636,6) - MoveWest
6m17s - (33078,32636,6) - TileItemUpdate
6m17s - (33078,32636,6) - CreatureMove
6m17s - (33078,32636,6) - TileItemUpdate
6m17s - (33078,32636,6) - CreatureMove
6m17s - (33078,32636,6) - CreatureSquare
6m17s - (33078,32636,6) - EffectGraphical
6m17s - (33078,32636,6) - TileItemUpdate
6m17s - (33078,32636,6) - CreatureMove
6m17s - (33078,32635,6) - MoveNorth
6m18s - (33078,32635,6) - CreatureMove
6m18s - (33078,32635,6) - CreatureMove
6m18s - (33078,32635,6) - CreatureSquare
6m18s - (33078,32635,6) - EffectGraphical
6m18s - (33078,32635,6) - TileItemUpdate
6m18s - (33078,32635,6) - CreatureMove
6m18s - (33077,32635,6) - MoveWest
6m18s - (33077,32635,6) - CreatureMove
6m18s - (33077,32635,6) - CreatureMove
6m18s - (33077,32634,6) - MoveNorth
6m18s - (33077,32634,6) - CreatureMove
6m18s - (33077,32634,6) - CreatureMove
6m19s - (33077,32634,6) - CreatureMove
6m19s - (33076,32634,6) - MoveWest
6m19s - (33076,32634,6) - CreatureMove
6m19s - (33076,32634,6) - CreatureMove
6m19s - (33076,32634,6) - CreatureSquare
6m19s - (33076,32634,6) - EffectGraphical
6m19s - (33076,32634,6) - TileItemUpdate
6m19s - (33076,32634,6) - CreatureMove
6m19s - (33075,32634,6) - MoveWest
6m19s - (33075,32634,6) - CreatureMove
6m19s - (33075,32634,6) - CreatureMove
6m19s - (33074,32634,6) - MoveWest
6m19s - (33074,32634,6) - CreatureMove
6m20s - (33074,32634,6) - CreatureMove
6m20s - (33074,32634,6) - CreatureMove
6m20s - (33074,32633,6) - MoveNorth
6m20s - (33074,32633,6) - CreatureMove
6m20s - (33074,32633,6) - CreatureMove
6m20s - (33074,32632,6) - MoveNorth
6m20s - (33074,32632,6) - CreatureMove
6m20s - (33074,32632,6) - TileItemUpdate
6m20s - (33074,32632,6) - CreatureMove
6m20s - (33074,32631,6) - MoveNorth
6m20s - (33074,32631,6) - CreatureMove
6m20s - (33074,32631,6) - CreatureMove
6m21s - (33074,32631,6) - CreatureMove
6m21s - (33074,32630,6) - MoveNorth
6m21s - (33074,32630,6) - CreatureMessage
6m21s - (33074,32630,6) - CreatureMove
6m21s - (33074,32630,6) - CreatureMove
6m21s - (33073,32630,6) - MoveWest
6m21s - (33073,32630,6) - CreatureMove
6m21s - (33073,32630,6) - CreatureMove
6m21s - (33073,32630,6) - CreatureMove
6m21s - (33072,32630,6) - MoveWest
6m21s - (33072,32630,6) - CreatureMove
6m21s - (33072,32629,6) - MoveNorth
6m21s - (33072,32629,6) - CreatureMove
6m22s - (33072,32629,6) - TileItemUpdate
6m22s - (33072,32629,6) - PlayerStats
6m22s - (33072,32629,6) - CreatureHealth
6m22s - (33072,32629,6) - PlayerStats
6m22s - (33072,32629,6) - CreatureMove
6m22s - (33072,32629,6) - TileItemUpdate
6m22s - (33072,32629,6) - CreatureMove
6m22s - (33072,32629,6) - CreatureHealth
6m22s - (33072,32629,6) - EffectGraphical
6m22s - (33072,32629,6) - EffectText
6m22s - (33072,32629,6) - TileItemAdd
6m22s - (33072,32629,6) - CreatureHealth
6m22s - (33072,32629,6) - EffectMissile
6m22s - (33072,32629,6) - InventoryItemSet
6m22s - (33072,32629,6) - PlayerStats
6m22s - (33072,32629,6) - TargetClear
6m22s - (33072,32629,6) - CreatureMove
6m22s - (33071,32629,6) - MoveWest
6m22s - (33071,32629,6) - CreatureMove
6m22s - (33071,32629,6) - PlayerStats
6m22s - (33071,32629,6) - EffectText
6m22s - (33071,32629,6) - TileItemRemove
6m22s - (33071,32629,6) - TileItemAdd
6m22s - (33071,32629,6) - TileItemAdd
6m22s - (33071,32629,6) - TileItemRemove
6m22s - (33071,32629,6) - CreatureMove
6m22s - (33071,32628,6) - MoveNorth
6m22s - (33071,32628,6) - CreatureMove
6m23s - (33071,32628,6) - CreatureMove
6m23s - (33071,32627,6) - MoveNorth
6m23s - (33071,32627,6) - TileItemUpdate
6m23s - (33071,32627,6) - CreatureMove
6m23s - (33071,32627,6) - CreatureMove
6m23s - (33071,32627,6) - CreatureMove
6m23s - (33071,32626,6) - MoveNorth
6m23s - (33071,32626,6) - CreatureMove
6m23s - (33071,32626,6) - CreatureMove
6m23s - (33071,32625,6) - MoveNorth
6m23s - (33071,32625,6) - CreatureMove
6m23s - (33071,32625,6) - CreatureMove
6m23s - (33070,32625,6) - MoveWest
6m24s - (33070,32625,6) - TileItemUpdate
6m24s - (33070,32625,6) - TileItemUpdate
6m24s - (33070,32625,6) - CreatureMove
6m24s - (33070,32625,6) - CreatureMove
6m24s - (33070,32625,6) - CreatureMove
6m24s - (33070,32625,6) - CreatureHealth
6m24s - (33070,32625,6) - EffectGraphical
6m24s - (33070,32625,6) - EffectText
6m24s - (33070,32625,6) - TileItemAdd
6m24s - (33070,32625,6) - CreatureHealth
6m24s - (33070,32625,6) - EffectMissile
6m24s - (33070,32625,6) - InventoryItemSet
6m24s - (33070,32625,6) - PlayerStats
6m24s - (33070,32625,6) - TargetClear
6m24s - (33070,32625,6) - CreatureMove
6m24s - (33070,32625,6) - PlayerStats
6m24s - (33070,32625,6) - EffectText
6m24s - (33070,32625,6) - TileItemRemove
6m24s - (33070,32625,6) - TileItemAdd
6m24s - (33070,32625,6) - TileItemAdd
6m24s - (33070,32625,6) - TileItemRemove
6m24s - (33070,32625,6) - CreatureMove
6m24s - (33069,32625,6) - MoveWest
6m24s - (33069,32625,6) - CreatureMove
6m24s - (33069,32625,6) - TileItemUpdate
6m24s - (33069,32625,6) - CreatureMove
6m24s - (33069,32625,6) - CreatureMove
6m24s - (33069,32624,6) - MoveNorth
6m25s - (33069,32624,6) - CreatureMove
6m25s - (33069,32624,6) - CreatureMove
6m25s - (33069,32624,6) - CreatureMove
6m25s - (33068,32624,6) - MoveWest
6m25s - (33068,32624,6) - CreatureMove
6m25s - (33068,32624,6) - CreatureMove
6m25s - (33067,32624,6) - MoveWest
6m25s - (33067,32624,6) - CreatureMove
6m25s - (33067,32624,6) - CreatureMove
6m26s - (33067,32624,6) - TileItemUpdate
6m26s - (33067,32624,6) - CreatureMove
6m26s - (33067,32624,6) - CreatureMove
6m26s - (33067,32624,6) - CreatureMove
6m26s - (33066,32624,6) - MoveWest
6m26s - (33066,32624,6) - CreatureMove
6m26s - (33066,32624,6) - CreatureHealth
6m26s - (33066,32624,6) - EffectGraphical
6m26s - (33066,32624,6) - EffectText
6m26s - (33066,32624,6) - TileItemAdd
6m26s - (33066,32624,6) - CreatureHealth
6m26s - (33066,32624,6) - EffectMissile
6m26s - (33066,32624,6) - InventoryItemSet
6m26s - (33066,32624,6) - PlayerStats
6m26s - (33066,32624,6) - CreatureMove
6m26s - (33066,32623,6) - MoveNorth
6m26s - (33066,32623,6) - CreatureMove
6m27s - (33066,32623,6) - PlayerStats
6m27s - (33066,32623,6) - TileItemRemove
6m27s - (33066,32623,6) - TileItemUpdate
6m27s - (33066,32623,6) - EffectMissile
6m27s - (33066,32623,6) - CreatureSquare
6m27s - (33066,32623,6) - PlayerIcons
6m27s - (33066,32623,6) - TileItemUpdate
6m27s - (33066,32623,6) - CreatureMove
6m27s - (33065,32623,6) - MoveWest
6m27s - (33065,32623,6) - CreatureMove
6m27s - (33065,32623,6) - TileItemRemove
6m27s - (33065,32623,6) - CreatureMove
6m27s - (33064,32623,6) - MoveWest
6m27s - (33064,32623,6) - CreatureMove
6m27s - (33063,32623,6) - MoveWest
6m27s - (33063,32623,6) - TileItemUpdate
6m28s - (33063,32623,6) - CreatureMove
6m28s - (33063,32623,6) - CreatureMove
6m28s - (33063,32622,6) - MoveNorth
6m28s - (33063,32622,6) - PlayerStats
6m28s - (33063,32622,6) - CreatureHealth
6m28s - (33063,32622,6) - PlayerStats
6m28s - (33063,32622,6) - CreatureMove
6m28s - (33063,32622,6) - CreatureMove
6m28s - (33063,32621,6) - MoveNorth
6m28s - (33063,32621,6) - CreatureHealth
6m28s - (33063,32621,6) - EffectGraphical
6m28s - (33063,32621,6) - EffectText
6m28s - (33063,32621,6) - TileItemAdd
6m28s - (33063,32621,6) - CreatureHealth
6m28s - (33063,32621,6) - EffectMissile
6m28s - (33063,32621,6) - InventoryItemSet
6m28s - (33063,32621,6) - PlayerStats
6m28s - (33063,32621,6) - TargetClear
6m28s - (33063,32621,6) - CreatureMove
6m28s - (33063,32620,6) - MoveNorth
6m29s - (33063,32620,6) - CreatureMove
6m29s - (33063,32620,6) - CreatureMove
6m29s - (33063,32619,6) - MoveNorth
6m29s - (33063,32619,6) - CreatureMove
6m29s - (33063,32618,6) - MoveNorth
6m29s - (33063,32618,6) - PlayerStats
6m29s - (33063,32618,6) - EffectText
6m29s - (33063,32618,6) - TileItemRemove
6m29s - (33063,32618,6) - TileItemAdd
6m29s - (33063,32618,6) - TileItemAdd
6m29s - (33063,32618,6) - TileItemRemove
6m29s - (33063,32618,6) - CreatureMove
6m29s - (33063,32617,6) - MoveNorth
6m30s - (33063,32617,6) - TileItemUpdate
6m30s - (33063,32617,6) - CreatureMove
6m30s - (33063,32617,6) - CreatureMove
6m30s - (33063,32618,6) - MoveSouth
6m30s - (33063,32618,6) - CreatureMove
6m30s - (33063,32617,6) - MoveNorth
6m31s - (33063,32617,6) - CreatureHealth
6m31s - (33063,32617,6) - EffectGraphical
6m31s - (33063,32617,6) - EffectText
6m31s - (33063,32617,6) - TileItemAdd
6m31s - (33063,32617,6) - CreatureHealth
6m31s - (33063,32617,6) - EffectMissile
6m31s - (33063,32617,6) - InventoryItemSet
6m31s - (33063,32617,6) - PlayerStats
6m31s - (33063,32617,6) - TargetClear
6m31s - (33063,32617,6) - CreatureSquare
6m31s - (33063,32617,6) - PlayerStats
6m31s - (33063,32617,6) - CreatureHealth
6m31s - (33063,32617,6) - EffectGraphical
6m31s - (33063,32617,6) - EffectText
6m31s - (33063,32617,6) - Message
6m31s - (33063,32617,6) - PlayerStats
6m31s - (33063,32617,6) - CreatureHealth
6m31s - (33063,32617,6) - CreatureMove
6m31s - (33063,32616,6) - MoveNorth
6m31s - (33063,32616,6) - PlayerStats
6m31s - (33063,32616,6) - EffectText
6m31s - (33063,32616,6) - TileItemRemove
6m31s - (33063,32616,6) - TileItemAdd
6m31s - (33063,32616,6) - TileItemAdd
6m31s - (33063,32616,6) - TileItemRemove
6m31s - (33063,32616,6) - CreatureMove
6m31s - (33063,32615,6) - MoveNorth
6m32s - (33063,32615,6) - CreatureMove
6m32s - (33063,32614,6) - MoveNorth
6m32s - (33063,32614,6) - CreatureMove
6m32s - (33063,32613,6) - MoveNorth
6m32s - (33063,32613,6) - CreatureMove
6m32s - (33063,32612,6) - MoveNorth
6m32s - (33063,32612,6) - CreatureMove
6m32s - (33063,32611,6) - MoveNorth
6m33s - (33063,32611,6) - CreatureMove
6m33s - (33062,32611,6) - MoveWest
6m33s - (33062,32611,6) - CreatureMove
6m33s - (33062,32612,6) - MoveSouth
6m34s - (33062,32612,6) - CreatureMove
6m34s - (33062,32613,6) - MoveSouth
6m34s - (33062,32613,6) - PlayerStats
6m34s - (33062,32613,6) - CreatureHealth
6m34s - (33062,32613,6) - PlayerStats
6m34s - (33062,32613,6) - CreatureMove
6m34s - (33062,32614,6) - MoveSouth
6m34s - (33062,32614,6) - CreatureMove
6m34s - (33062,32615,6) - MoveSouth
6m34s - (33062,32615,6) - CreatureMove
6m34s - (33062,32616,6) - MoveSouth
6m35s - (33062,32616,6) - PlayerStats
6m35s - (33062,32616,6) - CreatureHealth
6m35s - (33062,32616,6) - EffectGraphical
6m35s - (33062,32616,6) - EffectText
6m35s - (33062,32616,6) - Message
6m35s - (33062,32616,6) - PlayerStats
6m35s - (33062,32616,6) - CreatureHealth
6m35s - (33062,32616,6) - CreatureMove
6m35s - (33062,32617,6) - MoveSouth
6m35s - (33062,32617,6) - CreatureMove
6m35s - (33062,32618,6) - MoveSouth
6m35s - (33062,32618,6) - CreatureMove
6m35s - (33062,32619,6) - MoveSouth
6m36s - (33062,32619,6) - CreatureMove
6m36s - (33062,32620,6) - MoveSouth
6m36s - (33062,32620,6) - CreatureMove
6m36s - (33061,32620,6) - MoveWest
6m36s - (33061,32620,6) - CreatureMove
6m36s - (33060,32620,6) - MoveWest
6m37s - (33060,32620,6) - CreatureMove
6m37s - (33060,32619,6) - MoveNorth
6m37s - (33060,32619,6) - CreatureMove
6m37s - (33059,32619,6) - MoveWest
6m37s - (33059,32619,6) - CreatureMove
6m37s - (33058,32619,6) - MoveWest
6m38s - (33058,32619,6) - CreatureMove
6m38s - (33057,32619,6) - MoveWest
6m38s - (33057,32619,6) - TileItemUpdate
6m38s - (33057,32619,6) - CreatureMove
6m38s - (33057,32619,6) - CreatureMove
6m38s - (33056,32619,6) - MoveWest
6m38s - (33056,32619,6) - TileItemUpdate
6m38s - (33056,32619,6) - CreatureMove
6m38s - (33056,32619,6) - CreatureMove
6m38s - (33055,32619,6) - MoveWest
6m38s - (33055,32619,6) - TileItemUpdate
6m39s - (33055,32619,6) - CreatureMove
6m39s - (33055,32619,6) - PlayerStats
6m39s - (33055,32619,6) - CreatureHealth
6m39s - (33055,32619,6) - EffectGraphical
6m39s - (33055,32619,6) - EffectText
6m39s - (33055,32619,6) - Message
6m39s - (33055,32619,6) - PlayerStats
6m39s - (33055,32619,6) - CreatureHealth
6m39s - (33055,32619,6) - CreatureMessage
6m39s - (33055,32619,6) - CreatureMove
6m39s - (33055,32619,6) - CreatureMove
6m39s - (33054,32619,6) - MoveWest
6m39s - (33054,32619,6) - TileItemUpdate
6m39s - (33054,32619,6) - CreatureMove
6m39s - (33054,32619,6) - CreatureMove
6m39s - (33054,32619,6) - CreatureMove
6m39s - (33054,32619,6) - CreatureMove
6m39s - (33054,32619,6) - CreatureHealth
6m39s - (33054,32619,6) - EffectGraphical
6m39s - (33054,32619,6) - EffectText
6m39s - (33054,32619,6) - TileItemAdd
6m39s - (33054,32619,6) - CreatureHealth
6m39s - (33054,32619,6) - EffectMissile
6m39s - (33054,32619,6) - InventoryItemSet
6m39s - (33054,32619,6) - PlayerStats
6m39s - (33054,32619,6) - TargetClear
6m40s - (33054,32619,6) - PlayerStats
6m40s - (33054,32619,6) - CreatureHealth
6m40s - (33054,32619,6) - PlayerStats
6m40s - (33054,32619,6) - TileItemUpdate
6m40s - (33054,32619,6) - CreatureMove
6m40s - (33054,32619,6) - CreatureMove
6m40s - (33054,32619,6) - CreatureMove
6m40s - (33054,32620,6) - MoveSouth
6m40s - (33054,32620,6) - PlayerStats
6m40s - (33054,32620,6) - EffectText
6m40s - (33054,32620,6) - TileItemRemove
6m40s - (33054,32620,6) - TileItemAdd
6m40s - (33054,32620,6) - TileItemAdd
6m40s - (33054,32620,6) - TileItemRemove
6m40s - (33054,32620,6) - CreatureMove
6m41s - (33054,32620,6) - TileItemUpdate
6m41s - (33054,32620,6) - CreatureMove
6m41s - (33054,32620,6) - TileItemUpdate
6m41s - (33054,32620,6) - CreatureMove
6m41s - (33054,32620,6) - CreatureMove
6m41s - (33053,32620,6) - MoveWest
6m42s - (33053,32620,6) - TileItemUpdate
6m42s - (33053,32620,6) - CreatureMove
6m42s - (33053,32620,6) - CreatureHealth
6m42s - (33053,32620,6) - EffectGraphical
6m42s - (33053,32620,6) - EffectText
6m42s - (33053,32620,6) - TileItemAdd
6m42s - (33053,32620,6) - CreatureHealth
6m42s - (33053,32620,6) - EffectMissile
